[2024-07-17T02:06:20.624+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-17T02:06:20.655+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-15T21:40:00+00:00 [queued]>
[2024-07-17T02:06:20.660+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-15T21:40:00+00:00 [queued]>
[2024-07-17T02:06:20.660+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-17T02:06:20.668+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): etl_btc_mxn> on 2024-07-15 21:40:00+00:00
[2024-07-17T02:06:20.674+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=33362) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-07-17T02:06:20.675+0000] {standard_task_runner.py:63} INFO - Started process 33363 to run task
[2024-07-17T02:06:20.674+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'etl_ticker', 'etl_btc_mxn', 'scheduled__2024-07-15T21:40:00+00:00', '--job-id', '1012', '--raw', '--subdir', 'DAGS_FOLDER/bid_ask_dag.py', '--cfg-path', '/tmp/tmpfetq4pfg']
[2024-07-17T02:06:20.676+0000] {standard_task_runner.py:91} INFO - Job 1012: Subtask etl_btc_mxn
[2024-07-17T02:06:20.706+0000] {task_command.py:426} INFO - Running <TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-15T21:40:00+00:00 [running]> on host 6f712de23803
[2024-07-17T02:06:20.753+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_ticker' AIRFLOW_CTX_TASK_ID='etl_btc_mxn' AIRFLOW_CTX_EXECUTION_DATE='2024-07-15T21:40:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-07-15T21:40:00+00:00'
[2024-07-17T02:06:20.754+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-17T02:06:20.766+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-17T02:06:21.934+0000] {logging_mixin.py:188} WARNING -   0%|          | 1/600 [00:01<11:39,  1.17s/it]
[2024-07-17T02:06:23.084+0000] {logging_mixin.py:188} WARNING -   0%|          | 2/600 [00:02<11:32,  1.16s/it]
[2024-07-17T02:06:24.224+0000] {logging_mixin.py:188} WARNING -   0%|          | 3/600 [00:03<11:26,  1.15s/it]
[2024-07-17T02:06:25.361+0000] {logging_mixin.py:188} WARNING -   1%|          | 4/600 [00:04<11:22,  1.14s/it]
